date,n_orders,n_qubits,certified_optimum_profit,certified_optimum_fill_rate,n_combinations_evaluated,exact_solve_time_s,baseline1_profit,baseline2_profit,best_qaoa_layers,best_qaoa_profit,best_qaoa_runtime_s,milp_status,milp_profit,milp_runtime_s
2024-06-17,5,20,982776.5189274192,0.889849811374475,1024,4.752033653999206,118064.9777419355,980969.8577419356,"QAOA (layers=1, CVaR=0.2)",982776.5189274192,22.175310384999648,Optimal,980969.8577419356,1.26829151200036
2024-06-19,5,20,982898.5370609586,0.889849811374475,1024,1.560797076000199,118188.48052407516,981093.3605240752,"QAOA (layers=1, CVaR=0.2)",982898.5370609586,15.760947217000648,Optimal,981093.3605240752,0.8317765550000331
2024-06-21,5,20,983011.0223377204,0.889849811374475,1024,1.7942933829999674,118302.33445895264,981207.2144589528,"QAOA (layers=1, CVaR=0.2)",983011.0223377204,16.05444634699961,Optimal,981207.2144589528,1.0603864949998751
2024-06-23,5,20,982953.3948036688,0.889849811374475,1024,1.5296349549998922,118244.005745205,981148.885745205,"QAOA (layers=1, CVaR=0.2)",982953.3948036688,15.598252891999437,Optimal,981148.885745205,0.8795705519996773
2024-06-25,5,20,573128.5294117647,0.8910987007066332,1024,6.492131418999634,436523.3961904762,555652.1958403361,"QAOA (layers=1, CVaR=0.2)",573128.5294117647,14.24104838400035,Optimal,549146.5558403361,0.8927552659997673
